#Dateiname_orig;Referenz;EventStart;EvtDuration;EventName;EventDesc;EPGExtEvt
PINGUINLOEW22_0812291129.vid;;2008-12-29 11:10;00:48;Pinguin, Löwe & Co.;(Folge 37);Delfine müssen manchmal auf Kommando husten! Denn eine Untersuchung ihrer Atemluft gehört zur Routine. Wenn in der aufgefangenen Luft aus dem Atemloch keine Bakterien sind, dann ist alles in Ordnung.Auch Elefant Kanaudi muss Routine über sich ergehen lassen: Die Füße werden behandelt. Erst muss der grobe Schmutz ab, danach kommt der Trennschleifer zum Einsatz! Im Schildkrötenbecken hingegen ist heute die Überraschung groß: Eine Schildkröte legt tatsächlich Eier.
PINGUINLOEW23_0812291134.vid;;2008-12-29 11:10;00:48;Pinguin, Löwe & Co.;(Folge 37);Delfine müssen manchmal auf Kommando husten! Denn eine Untersuchung ihrer Atemluft gehört zur Routine. Wenn in der aufgefangenen Luft aus dem Atemloch keine Bakterien sind, dann ist alles in Ordnung.Auch Elefant Kanaudi muss Routine über sich ergehen lassen: Die Füße werden behandelt. Erst muss der grobe Schmutz ab, danach kommt der Trennschleifer zum Einsatz! Im Schildkrötenbecken hingegen ist heute die Überraschung groß: Eine Schildkröte legt tatsächlich Eier.
PINGUINLOEW24_0812291141.vid;;2008-12-29 11:10;00:48;Pinguin, Löwe & Co.;(Folge 37);Delfine müssen manchmal auf Kommando husten! Denn eine Untersuchung ihrer Atemluft gehört zur Routine. Wenn in der aufgefangenen Luft aus dem Atemloch keine Bakterien sind, dann ist alles in Ordnung.Auch Elefant Kanaudi muss Routine über sich ergehen lassen: Die Füße werden behandelt. Erst muss der grobe Schmutz ab, danach kommt der Trennschleifer zum Einsatz! Im Schildkrötenbecken hingegen ist heute die Überraschung groß: Eine Schildkröte legt tatsächlich Eier.
PINGUINLOEW25_0812291159.vid;;2008-12-29 11:10;00:48;Pinguin, Löwe & Co.;(Folge 37);Delfine müssen manchmal auf Kommando husten! Denn eine Untersuchung ihrer Atemluft gehört zur Routine. Wenn in der aufgefangenen Luft aus dem Atemloch keine Bakterien sind, dann ist alles in Ordnung.Auch Elefant Kanaudi muss Routine über sich ergehen lassen: Die Füße werden behandelt. Erst muss der grobe Schmutz ab, danach kommt der Trennschleifer zum Einsatz! Im Schildkrötenbecken hingegen ist heute die Überraschung groß: Eine Schildkröte legt tatsächlich Eier.
PINGUINLOEW31_0810191233.vid;;2008-10-19 12:30;00:48;Pinguin, Löwe & Co.;(23/62);Im Münsteraner Zoo werden auch Schildkröten gezüchtet. Jedes neu gelegte Ei ist ein Erfolg! Straußeneier hingegen gibt es im Zoo mehr als genug. Sie werden als besondere Leckerbissen an die Pinselohrschweine verfüttert - und zwar richtig hart gekocht.Die Delfine müssen in ihrem Becken heute zur Blutentnahme. Das ist für die schwimmenden Säuger reine Routine, denn der Tierarzt kommt dazu vier Mal im Jahr. Doch bewahren sie auch diesmal ruhig Blut?
PINGUINLOEW32_0810191301.vid;;2008-10-19 12:30;00:48;Pinguin, Löwe & Co.;(23/62);Im Münsteraner Zoo werden auch Schildkröten gezüchtet. Jedes neu gelegte Ei ist ein Erfolg! Straußeneier hingegen gibt es im Zoo mehr als genug. Sie werden als besondere Leckerbissen an die Pinselohrschweine verfüttert - und zwar richtig hart gekocht.Die Delfine müssen in ihrem Becken heute zur Blutentnahme. Das ist für die schwimmenden Säuger reine Routine, denn der Tierarzt kommt dazu vier Mal im Jahr. Doch bewahren sie auch diesmal ruhig Blut?
PINGUINLOEW33_0810191307.vid;;2008-10-19 12:30;00:48;Pinguin, Löwe & Co.;(23/62);Im Münsteraner Zoo werden auch Schildkröten gezüchtet. Jedes neu gelegte Ei ist ein Erfolg! Straußeneier hingegen gibt es im Zoo mehr als genug. Sie werden als besondere Leckerbissen an die Pinselohrschweine verfüttert - und zwar richtig hart gekocht.Die Delfine müssen in ihrem Becken heute zur Blutentnahme. Das ist für die schwimmenden Säuger reine Routine, denn der Tierarzt kommt dazu vier Mal im Jahr. Doch bewahren sie auch diesmal ruhig Blut?
PINGUINLOEW34_0810191314.vid;;2008-10-19 12:30;00:48;Pinguin, Löwe & Co.;(23/62);Im Münsteraner Zoo werden auch Schildkröten gezüchtet. Jedes neu gelegte Ei ist ein Erfolg! Straußeneier hingegen gibt es im Zoo mehr als genug. Sie werden als besondere Leckerbissen an die Pinselohrschweine verfüttert - und zwar richtig hart gekocht.Die Delfine müssen in ihrem Becken heute zur Blutentnahme. Das ist für die schwimmenden Säuger reine Routine, denn der Tierarzt kommt dazu vier Mal im Jahr. Doch bewahren sie auch diesmal ruhig Blut?
PINGUINLOEW35_0810191321.vid;;2008-10-19 12:30;00:48;Pinguin, Löwe & Co.;(23/62);Im Münsteraner Zoo werden auch Schildkröten gezüchtet. Jedes neu gelegte Ei ist ein Erfolg! Straußeneier hingegen gibt es im Zoo mehr als genug. Sie werden als besondere Leckerbissen an die Pinselohrschweine verfüttert - und zwar richtig hart gekocht.Die Delfine müssen in ihrem Becken heute zur Blutentnahme. Das ist für die schwimmenden Säuger reine Routine, denn der Tierarzt kommt dazu vier Mal im Jahr. Doch bewahren sie auch diesmal ruhig Blut?
PINGUINLOEWE1_0808101338.vid;;2008-08-10 13:35;00:48;Pinguin, Löwe & Co.;100. Aufnahme in den Katalog der Tiere;Der Nachwuchs der Sternschildkröten wird für die Zoo-Datenbank erfasst. Die individuelle Panzerzeichnung jeder Schildkröte wird fotografiert, dann kommen die kleinen Tiere auf die Waage. Auch die uralt werdenden Schildkröten müssen klein anfangen: Sie sind zwischen 24 und 33 Gramm leicht.Bei den Keas bekommt der Nachwuchs einen Chip. Ist der implantiert, kann jedes Tier mit einem Lesegerät identifiziert werden. Und zur Geschlechtsbestimmung rupft die Tierärztin den Keas kurzerhand noch ein paar Federn aus.
PINGUINLOEWE2_0808101352.vid;;2008-08-10 13:35;00:48;Pinguin, Löwe & Co.;100. Aufnahme in den Katalog der Tiere;Der Nachwuchs der Sternschildkröten wird für die Zoo-Datenbank erfasst. Die individuelle Panzerzeichnung jeder Schildkröte wird fotografiert, dann kommen die kleinen Tiere auf die Waage. Auch die uralt werdenden Schildkröten müssen klein anfangen: Sie sind zwischen 24 und 33 Gramm leicht.Bei den Keas bekommt der Nachwuchs einen Chip. Ist der implantiert, kann jedes Tier mit einem Lesegerät identifiziert werden. Und zur Geschlechtsbestimmung rupft die Tierärztin den Keas kurzerhand noch ein paar Federn aus.
PINGUINLOEWE3_0808101409.vid;;2008-08-10 13:35;00:48;Pinguin, Löwe & Co.;100. Aufnahme in den Katalog der Tiere;Der Nachwuchs der Sternschildkröten wird für die Zoo-Datenbank erfasst. Die individuelle Panzerzeichnung jeder Schildkröte wird fotografiert, dann kommen die kleinen Tiere auf die Waage. Auch die uralt werdenden Schildkröten müssen klein anfangen: Sie sind zwischen 24 und 33 Gramm leicht.Bei den Keas bekommt der Nachwuchs einen Chip. Ist der implantiert, kann jedes Tier mit einem Lesegerät identifiziert werden. Und zur Geschlechtsbestimmung rupft die Tierärztin den Keas kurzerhand noch ein paar Federn aus.
PINGUINLOEWE4_0808101426.vid;;2008-08-10 13:35;00:48;Pinguin, Löwe & Co.;100. Aufnahme in den Katalog der Tiere;Der Nachwuchs der Sternschildkröten wird für die Zoo-Datenbank erfasst. Die individuelle Panzerzeichnung jeder Schildkröte wird fotografiert, dann kommen die kleinen Tiere auf die Waage. Auch die uralt werdenden Schildkröten müssen klein anfangen: Sie sind zwischen 24 und 33 Gramm leicht.Bei den Keas bekommt der Nachwuchs einen Chip. Ist der implantiert, kann jedes Tier mit einem Lesegerät identifiziert werden. Und zur Geschlechtsbestimmung rupft die Tierärztin den Keas kurzerhand noch ein paar Federn aus.
PINGUINLOEWE5_0808011704.vid;;2008-08-01 17:05;00:50;Pinguin, Löwe & Co.;80. Ein Herz für Geier - Geschichten aus dem Zoo Münster;Festfressen in der Geier-Voliere: Damit die Aasfresser ihre Vitamintabletten vertilgen, wird die Medizin in leckeren Frikadellen versteckt. Die Geier stürzen sich darauf - und bekommen zur Belohnung auch noch leckere frische Rinderherzen.Die Sternschildkröten werden gewogen. Denn bei den Reptilien gibt es Nachwuchs, dessen Gewicht genau dokumentiert werden muss. Nur 14 Gramm bringt die leichteste Schildkröte auf die Waage - doch alle Panzerträger sind putzmunter.(16:9)
PINGUINLOEWE6_0808011723.vid;;2008-08-01 17:05;00:50;Pinguin, Löwe & Co.;80. Ein Herz für Geier - Geschichten aus dem Zoo Münster;Festfressen in der Geier-Voliere: Damit die Aasfresser ihre Vitamintabletten vertilgen, wird die Medizin in leckeren Frikadellen versteckt. Die Geier stürzen sich darauf - und bekommen zur Belohnung auch noch leckere frische Rinderherzen.Die Sternschildkröten werden gewogen. Denn bei den Reptilien gibt es Nachwuchs, dessen Gewicht genau dokumentiert werden muss. Nur 14 Gramm bringt die leichteste Schildkröte auf die Waage - doch alle Panzerträger sind putzmunter.(16:9)
PINGUINLOEWE7_0808011736.vid;;2008-08-01 17:05;00:50;Pinguin, Löwe & Co.;80. Ein Herz für Geier - Geschichten aus dem Zoo Münster;Festfressen in der Geier-Voliere: Damit die Aasfresser ihre Vitamintabletten vertilgen, wird die Medizin in leckeren Frikadellen versteckt. Die Geier stürzen sich darauf - und bekommen zur Belohnung auch noch leckere frische Rinderherzen.Die Sternschildkröten werden gewogen. Denn bei den Reptilien gibt es Nachwuchs, dessen Gewicht genau dokumentiert werden muss. Nur 14 Gramm bringt die leichteste Schildkröte auf die Waage - doch alle Panzerträger sind putzmunter.(16:9)
PINGUINLOEWE8_0808011743.vid;;2008-08-01 17:05;00:50;Pinguin, Löwe & Co.;80. Ein Herz für Geier - Geschichten aus dem Zoo Münster;Festfressen in der Geier-Voliere: Damit die Aasfresser ihre Vitamintabletten vertilgen, wird die Medizin in leckeren Frikadellen versteckt. Die Geier stürzen sich darauf - und bekommen zur Belohnung auch noch leckere frische Rinderherzen.Die Sternschildkröten werden gewogen. Denn bei den Reptilien gibt es Nachwuchs, dessen Gewicht genau dokumentiert werden muss. Nur 14 Gramm bringt die leichteste Schildkröte auf die Waage - doch alle Panzerträger sind putzmunter.(16:9)
PINGUINLOEWE9_0808011753.vid;;2008-08-01 17:05;00:50;Pinguin, Löwe & Co.;80. Ein Herz für Geier - Geschichten aus dem Zoo Münster;Festfressen in der Geier-Voliere: Damit die Aasfresser ihre Vitamintabletten vertilgen, wird die Medizin in leckeren Frikadellen versteckt. Die Geier stürzen sich darauf - und bekommen zur Belohnung auch noch leckere frische Rinderherzen.Die Sternschildkröten werden gewogen. Denn bei den Reptilien gibt es Nachwuchs, dessen Gewicht genau dokumentiert werden muss. Nur 14 Gramm bringt die leichteste Schildkröte auf die Waage - doch alle Panzerträger sind putzmunter.(16:9)
PLANETDERDRAC_0901042200.vid;;2009-01-04 21:45;00:45;Planet der Drachen (3/3);Die Zukunft der Reptilien;Alligatoren, die sich auf Golfplätzen herumtreiben, Pythons als Haustiere und Chamäleons im Konflikt mit Hobbygärtnern - im Leben der Reptilien gehen gewaltige Veränderungen vor. Sie reagieren darauf wie seit Hunderten Millionen Jahren: flexibel.Die Folge: Kobras als Untermieter terrorisieren südafrikanische Hausbesitzer und Krokodile werden zur Gefahr für australische Fischer.Film von Phil Chapman & Holly Spearing
PLANETERDE1_0805202015.vid;;2008-05-20 20:15;00:43;Planet Erde;Tiefseewelten;Planet Erde' reist durch die Ozeane der Welt und zeigt das geheimnisvolle Leben der Tiefsee. Obwohl die Meere zwei Drittel der Oberfläche unseres Planeten bedecken, sind sie noch weitgehend unerforscht. Jäger und Gejagte überleben dank besonderer Strategien in den Tiefseewelten.Je tiefer wir tauchen, umso bizarrer werden die Lebewesen, denen wir begegnen.
PLANETERDE2_0805202046.vid;;2008-05-20 20:15;00:43;Planet Erde;Tiefseewelten;Planet Erde' reist durch die Ozeane der Welt und zeigt das geheimnisvolle Leben der Tiefsee. Obwohl die Meere zwei Drittel der Oberfläche unseres Planeten bedecken, sind sie noch weitgehend unerforscht. Jäger und Gejagte überleben dank besonderer Strategien in den Tiefseewelten.Je tiefer wir tauchen, umso bizarrer werden die Lebewesen, denen wir begegnen.
PLANETERDE3_0805202057.vid;;2008-05-20 20:15;00:43;Planet Erde;Tiefseewelten;Planet Erde' reist durch die Ozeane der Welt und zeigt das geheimnisvolle Leben der Tiefsee. Obwohl die Meere zwei Drittel der Oberfläche unseres Planeten bedecken, sind sie noch weitgehend unerforscht. Jäger und Gejagte überleben dank besonderer Strategien in den Tiefseewelten.Je tiefer wir tauchen, umso bizarrer werden die Lebewesen, denen wir begegnen.
REISEWEGEGRI1_0802202100.vid;;2008-02-20 21:00;00:45;Reisewege Griechenland;Von Insel zu Insel im Ionischen Meer;Zakynthos, Kefalonia, Ithaka und Lefkada gehören zu den Ionischen Inseln. Auf Zakynthos sind die Einflüsse aus der Zeit, in der die Inseln noch zu Venedig gehörten, am deutlichsten spürbar: ein Campanile überragt die Häuser von Zakynthos Stadt.Lefkada ist die einzige ionische Insel, die über einen Damm mit dem Festland verbunden ist. Vorgelagert liegen die Inseln Meganisi und Scorpio, die ehemalige Privatinsel von Aristoteles Onassis.
REISEWEGEGRI2_0802202110.vid;;2008-02-20 21:00;00:45;Reisewege Griechenland;Von Insel zu Insel im Ionischen Meer;Zakynthos, Kefalonia, Ithaka und Lefkada gehören zu den Ionischen Inseln. Auf Zakynthos sind die Einflüsse aus der Zeit, in der die Inseln noch zu Venedig gehörten, am deutlichsten spürbar: ein Campanile überragt die Häuser von Zakynthos Stadt.Lefkada ist die einzige ionische Insel, die über einen Damm mit dem Festland verbunden ist. Vorgelagert liegen die Inseln Meganisi und Scorpio, die ehemalige Privatinsel von Aristoteles Onassis.
REISEWEGEGRI3_0802202126.vid;;2008-02-20 21:00;00:45;Reisewege Griechenland;Von Insel zu Insel im Ionischen Meer;Zakynthos, Kefalonia, Ithaka und Lefkada gehören zu den Ionischen Inseln. Auf Zakynthos sind die Einflüsse aus der Zeit, in der die Inseln noch zu Venedig gehörten, am deutlichsten spürbar: ein Campanile überragt die Häuser von Zakynthos Stadt.Lefkada ist die einzige ionische Insel, die über einen Damm mit dem Festland verbunden ist. Vorgelagert liegen die Inseln Meganisi und Scorpio, die ehemalige Privatinsel von Aristoteles Onassis.
REISEWEGEGRI4_0802202142.vid;;2008-02-20 21:00;00:45;Reisewege Griechenland;Von Insel zu Insel im Ionischen Meer;Zakynthos, Kefalonia, Ithaka und Lefkada gehören zu den Ionischen Inseln. Auf Zakynthos sind die Einflüsse aus der Zeit, in der die Inseln noch zu Venedig gehörten, am deutlichsten spürbar: ein Campanile überragt die Häuser von Zakynthos Stadt.Lefkada ist die einzige ionische Insel, die über einen Damm mit dem Festland verbunden ist. Vorgelagert liegen die Inseln Meganisi und Scorpio, die ehemalige Privatinsel von Aristoteles Onassis.
SeychellenNat_0906061134.vid;;2009-06-06 11:36;00:44;Seychellen - Naturparadies im Indischen Ozean;Von Rußseeschwalben und Riesenschildkröten;Ein Film von Eberhard WeißDie Seychellen gehören mit ihren 115 Inseln - es sind 74 Korallen- und 41 Granitinseln - zu den eindrucksvollsten und faszinierendsten Naturlandschaften, die es im Indischen Ozean gibt.Dieser Film zeigt in einer Auswahl seltene Pflanzen, Tiere und Landschaften von atemberaubender Schönheit.
SPIEGELTV1_0807051048.vid;;2008-07-05 10:50;02:05;Spiegel TV Thema;Mein Rasen, mein Beet, meine Nacktschnecken - Deutschland im Gartenfieber;Rund 28 Mio. deutsche Gartenbesitzer vertikutieren, säen, pflanzen und düngen. Durchschnittlich knapp 500 EUR investiert der deutsche Hobbygärtner pro Jahr in sein "grünes Glück".Ob Balkon, Kleingarten oder Grünanlage de Luxe: Für jeden Geschmack und jedes Budget gibt es die entsprechenden Lösungen...(Wh. vom 04.07.)
SPIEGELTV2_0807051246.vid;;2008-07-05 10:50;02:05;Spiegel TV Thema;Mein Rasen, mein Beet, meine Nacktschnecken - Deutschland im Gartenfieber;Rund 28 Mio. deutsche Gartenbesitzer vertikutieren, säen, pflanzen und düngen. Durchschnittlich knapp 500 EUR investiert der deutsche Hobbygärtner pro Jahr in sein "grünes Glück".Ob Balkon, Kleingarten oder Grünanlage de Luxe: Für jeden Geschmack und jedes Budget gibt es die entsprechenden Lösungen...(Wh. vom 04.07.)
SPIEGELTV3_0807051254.vid;;2008-07-05 10:50;02:05;Spiegel TV Thema;Mein Rasen, mein Beet, meine Nacktschnecken - Deutschland im Gartenfieber;Rund 28 Mio. deutsche Gartenbesitzer vertikutieren, säen, pflanzen und düngen. Durchschnittlich knapp 500 EUR investiert der deutsche Hobbygärtner pro Jahr in sein "grünes Glück".Ob Balkon, Kleingarten oder Grünanlage de Luxe: Für jeden Geschmack und jedes Budget gibt es die entsprechenden Lösungen...(Wh. vom 04.07.)
TAUCHTIMMYTAU_0811191750.vid;;2008-11-19 17:55;00:20;Tauch, Timmy, Tauch!;(39) Die Babyschildkröte;(52-teil. 3D-Animationsserie USA/IRL/AUS/D 2005-2007)Timmy und Bess finden eine kleine Babyschildkröte. Da sie entkräftet ist, erlaubt Taucher Tom ihnen, sie so lange zu behalten, bis sie groß genug ist, sich im offenen Meer alleine zu behaupten. Bess ist ganz vernarrt in die kleine Schildkröte und gibt ihr den Namen Minkie. Timmy und Bess zeigen Minkie, wie man taucht und wie man Futter sucht. Dabei muss Timmy Bess überreden, Minkie ihre eigenen Erfahrungen sammeln zu lassen.
TierABC_0808171240.vid;;2008-08-17 12:40;00:08;Tier ABC - Tierepisoden;Mistkäferrevier, Riesenschildkröten;
TierABC_0712170558.vid;;2007-12-17 06:00;00:05;Tier ABC;Riesenschildkröten;
TIEREUNDPFLAN_0806180813.vid;;2008-06-18 08:15;00:15;Planet Wissen;Das Nahrungsnetz im Meer;
TiereundPflan_0807050658.vid;;2008-07-05 07:00;00:15;Tiere und Pflanzen;Wiege des Lebens - der Ozean;
UmdieWeltmitB_0906130527.vid;;2009-06-13 05:30;00:25;Um die Welt mit Barbapapa;In Neu Guinea - Flott wie die Schildkröten;
UNTERWEGSZUD1_0810120729.vid;;2008-10-12 07:30;00:45;Unterwegs zu den Inseln Südamerikas;;Die Spanier nannten sie einst die "verzauberten Inseln". Gerade fünf Millionen Jahre alt sind die Galapagos und damit erdgeschichtlich noch nicht mal in der Pubertät. Natur und Artenreichtum jedoch sind hier einzigartig.Das Film-Team bereist die Inseln Südamerikas. Auf Galapagos begleitet es Don Fausto, der hier der "Vater der Schildkröten" genannt wird. Seit über 30 Jahren kümmert er sich um die stark bedrohten Riesenschildkröten.Dokumentation von Carsten Thurau, ZDF-Studio Rio de Janeiro
UNTERWEGSZUD2_0810120807.vid;;2008-10-12 07:30;00:45;Unterwegs zu den Inseln Südamerikas;;Die Spanier nannten sie einst die "verzauberten Inseln". Gerade fünf Millionen Jahre alt sind die Galapagos und damit erdgeschichtlich noch nicht mal in der Pubertät. Natur und Artenreichtum jedoch sind hier einzigartig.Das Film-Team bereist die Inseln Südamerikas. Auf Galapagos begleitet es Don Fausto, der hier der "Vater der Schildkröten" genannt wird. Seit über 30 Jahren kümmert er sich um die stark bedrohten Riesenschildkröten.Dokumentation von Carsten Thurau, ZDF-Studio Rio de Janeiro
Urviecher_0810230729.vid;;2008-10-23 07:30;00:15;Urviecher (1/3);Schildkröten;
Viervonhierau_0901011856.vid;;2009-01-01 18:55;00:31;Vier von hier auf Borneo;Mit Schildkrötenrettern unterwegs;Vier Berliner und Brandenburger brechen auf zum Abenteuer ihres Lebens - zur Rettung von Meeresschildkröten auf Borneo.Auf Einladung der malaysischen Forstbehörde im Bundesstaat Sarawak sind sie die ersten Ausländer, die auf der Nationalparkinsel Pulau Talang Besar mit anpacken dürfen. Sie sollen den Weg bahnen für ein neues Ökotourismus-Projekt.(16:9)
WAELDERBAERE1_0804180815.vid;;2008-04-18 08:15;00:45;Wälder, Bären, goldene Kuppeln;Flussgeschichten;Der Dnjepr ist der wichtigste Fluss der Ukraine und der Drittlängste in Europa nach Wolga und Donau. Er entspringt in den waldreichen russischen Waldaihöhen und fließt durch Russland, Weißrussland und die Ukraine. Im Dnipro-Bug-Liman mündet er ins Schwarze Meer.Der Film reist entlang seines 2.285 Kilometer langen Verlaufs und erzählt "Flussgeschichten zwischen Russland und Schwarzem Meer".Film von Marion Pöllmann und Rainer Bergomaz
WAELDERBAERE2_0804180836.vid;;2008-04-18 08:15;00:45;Wälder, Bären, goldene Kuppeln;Flussgeschichten;Der Dnjepr ist der wichtigste Fluss der Ukraine und der Drittlängste in Europa nach Wolga und Donau. Er entspringt in den waldreichen russischen Waldaihöhen und fließt durch Russland, Weißrussland und die Ukraine. Im Dnipro-Bug-Liman mündet er ins Schwarze Meer.Der Film reist entlang seines 2.285 Kilometer langen Verlaufs und erzählt "Flussgeschichten zwischen Russland und Schwarzem Meer".Film von Marion Pöllmann und Rainer Bergomaz
WAELDERBAERE3_0804180846.vid;;2008-04-18 08:15;00:45;Wälder, Bären, goldene Kuppeln;Flussgeschichten;Der Dnjepr ist der wichtigste Fluss der Ukraine und der Drittlängste in Europa nach Wolga und Donau. Er entspringt in den waldreichen russischen Waldaihöhen und fließt durch Russland, Weißrussland und die Ukraine. Im Dnipro-Bug-Liman mündet er ins Schwarze Meer.Der Film reist entlang seines 2.285 Kilometer langen Verlaufs und erzählt "Flussgeschichten zwischen Russland und Schwarzem Meer".Film von Marion Pöllmann und Rainer Bergomaz
WAELDERBAERE4_0804180858.vid;;2008-04-18 08:15;00:45;Wälder, Bären, goldene Kuppeln;Flussgeschichten;Der Dnjepr ist der wichtigste Fluss der Ukraine und der Drittlängste in Europa nach Wolga und Donau. Er entspringt in den waldreichen russischen Waldaihöhen und fließt durch Russland, Weißrussland und die Ukraine. Im Dnipro-Bug-Liman mündet er ins Schwarze Meer.Der Film reist entlang seines 2.285 Kilometer langen Verlaufs und erzählt "Flussgeschichten zwischen Russland und Schwarzem Meer".Film von Marion Pöllmann und Rainer Bergomaz
WAELDERBAERE1_0810242015.vid;;2008-10-24 20:15;00:45;Wälder, Bären, goldene Kuppeln;Flussgeschichten zwischen Russland und Schwarzem Meer;Der Dnjepr ist der wichtigste Fluss der Ukraine und nach Wolga und Donau der drittlängste in Europa. Er entspringt in den waldreichen russischen Waldaihöhen und fließt auf seinem 2.285 Kilometer langen Weg durch Russland, Weißrussland und die Ukraine. Im Dnipro-Bug-Liman mündet er schließlich ins Schwarze Meer.Der Film folgt dem Lauf des Dnjepr und stellt die Tier- und Pflanzenwelt an den Ufern des Flusses vor.(Erstsendung: 18. März 2008)16:9 oo
WAELDERBAERE2_0810242036.vid;;2008-10-24 20:15;00:45;Wälder, Bären, goldene Kuppeln;Flussgeschichten zwischen Russland und Schwarzem Meer;Der Dnjepr ist der wichtigste Fluss der Ukraine und nach Wolga und Donau der drittlängste in Europa. Er entspringt in den waldreichen russischen Waldaihöhen und fließt auf seinem 2.285 Kilometer langen Weg durch Russland, Weißrussland und die Ukraine. Im Dnipro-Bug-Liman mündet er schließlich ins Schwarze Meer.Der Film folgt dem Lauf des Dnjepr und stellt die Tier- und Pflanzenwelt an den Ufern des Flusses vor.(Erstsendung: 18. März 2008)16:9 oo
WAELDERBAERE3_0810242045.vid;;2008-10-24 20:15;00:45;Wälder, Bären, goldene Kuppeln;Flussgeschichten zwischen Russland und Schwarzem Meer;Der Dnjepr ist der wichtigste Fluss der Ukraine und nach Wolga und Donau der drittlängste in Europa. Er entspringt in den waldreichen russischen Waldaihöhen und fließt auf seinem 2.285 Kilometer langen Weg durch Russland, Weißrussland und die Ukraine. Im Dnipro-Bug-Liman mündet er schließlich ins Schwarze Meer.Der Film folgt dem Lauf des Dnjepr und stellt die Tier- und Pflanzenwelt an den Ufern des Flusses vor.(Erstsendung: 18. März 2008)16:9 oo
WAELDERBAERE4_0810242058.vid;;2008-10-24 20:15;00:45;Wälder, Bären, goldene Kuppeln;Flussgeschichten zwischen Russland und Schwarzem Meer;Der Dnjepr ist der wichtigste Fluss der Ukraine und nach Wolga und Donau der drittlängste in Europa. Er entspringt in den waldreichen russischen Waldaihöhen und fließt auf seinem 2.285 Kilometer langen Weg durch Russland, Weißrussland und die Ukraine. Im Dnipro-Bug-Liman mündet er schließlich ins Schwarze Meer.Der Film folgt dem Lauf des Dnjepr und stellt die Tier- und Pflanzenwelt an den Ufern des Flusses vor.(Erstsendung: 18. März 2008)16:9 oo
WENNDERSTRAN1_0808171802.vid;;2008-08-17 18:00;00:45;Wenn der Strand im Meer versinkt... ;Klimawandel am Mittelmeer;Ein Phänomen, das inzwischen überall am Mittelmeer zu beobachten ist: ansteigende Temperaturen. "Wenn wir nicht bald was unternehmen, wird es in 20 Jahren keinen Strand mehr auf Kreta geben."Professor Kostas Synetakis will wach rütteln. Er hat die Auswirkungen des Klimawandels in Griechenland beobachtet.Dokumentation von Antje Pieper
WENNDERSTRAN2_0808171832.vid;;2008-08-17 18:00;00:45;Wenn der Strand im Meer versinkt... ;Klimawandel am Mittelmeer;Ein Phänomen, das inzwischen überall am Mittelmeer zu beobachten ist: ansteigende Temperaturen. "Wenn wir nicht bald was unternehmen, wird es in 20 Jahren keinen Strand mehr auf Kreta geben."Professor Kostas Synetakis will wach rütteln. Er hat die Auswirkungen des Klimawandels in Griechenland beobachtet.Dokumentation von Antje Pieper
WENNDERSTRAN3_0808171846.vid;;2008-08-17 18:00;00:45;Wenn der Strand im Meer versinkt... ;Klimawandel am Mittelmeer;Ein Phänomen, das inzwischen überall am Mittelmeer zu beobachten ist: ansteigende Temperaturen. "Wenn wir nicht bald was unternehmen, wird es in 20 Jahren keinen Strand mehr auf Kreta geben."Professor Kostas Synetakis will wach rütteln. Er hat die Auswirkungen des Klimawandels in Griechenland beobachtet.Dokumentation von Antje Pieper
WILDESSUEDAM1_0901210909.vid;;2009-01-21 09:10;00:42;Wildes Südamerika (2/6);Fluss ohne Grenzen;Doku-Reihe, Großbritannien 2000, ARTESüdamerika ist geprägt von sehr unterschiedlichen Landschaftsformen und weist extreme klimatische Bedingungen auf. Außerdem lebt auf dem viertgrößten Kontinent der Erde eine Vielfalt einmaliger Tiere.Der zweite Teil berichtet vom Überleben im gewaltigen Flusssystem des Amazonas, des größten Flusses der Welt.
WILDESSUEDAM2_0901210913.vid;;2009-01-21 09:10;00:42;Wildes Südamerika (2/6);Fluss ohne Grenzen;Doku-Reihe, Großbritannien 2000, ARTESüdamerika ist geprägt von sehr unterschiedlichen Landschaftsformen und weist extreme klimatische Bedingungen auf. Außerdem lebt auf dem viertgrößten Kontinent der Erde eine Vielfalt einmaliger Tiere.Der zweite Teil berichtet vom Überleben im gewaltigen Flusssystem des Amazonas, des größten Flusses der Welt.
WILDESSUEDAM3_0901210951.vid;;2009-01-21 09:10;00:42;Wildes Südamerika (2/6);Fluss ohne Grenzen;Doku-Reihe, Großbritannien 2000, ARTESüdamerika ist geprägt von sehr unterschiedlichen Landschaftsformen und weist extreme klimatische Bedingungen auf. Außerdem lebt auf dem viertgrößten Kontinent der Erde eine Vielfalt einmaliger Tiere.Der zweite Teil berichtet vom Überleben im gewaltigen Flusssystem des Amazonas, des größten Flusses der Welt.
WILHELMAGESC1_0807171949.vid;;2008-07-17 19:50;00:05;Wilhelma-Geschichten;Schildkröten und Seelöwen;
WILHELMAGESC2_0807171952.vid;;2008-07-17 19:50;00:05;Wilhelma-Geschichten;Schildkröten und Seelöwen;
